,collection,issn_scielo,journal,title,doc_type,pid,doi,doi_prefix,version,pub_year,has_doi,no_doi,doi_found,doi_not_found,request
353,scl,0103-5053,Journal of the Brazilian Chemical Society,Determination of protonation constants of some tetracycline antibiotics by potentiometry and lc methods in water and acetonitrile-water binary mixtures,research-article,S0103-50532009000500020,10.1590/S0103-50532009000500020,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-50532009000500020
354,scl,0103-5053,Journal of the Brazilian Chemical Society,K10-montmorillonite as support for a cationic manganese(III)-salen complex,research-article,S0103-50532009000700017,10.1590/S0103-50532009000700017,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-50532009000700017
355,scl,0103-9733,Brazilian Journal of Physics,Physicochemical characterization of orally-active meglumine antimoniate/beta-cyclodextrin nanoassemblies: non-inclusion interactions and sustained drug release properties,research-article,S0103-97332009000200016,10.1590/S0103-97332009000200016,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-97332009000200016
356,scl,0103-9733,Brazilian Journal of Physics,Introducing the q-Theil index,research-article,S0103-97332009000400007,10.1590/S0103-97332009000400007,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-97332009000400007
357,scl,0103-9733,Brazilian Journal of Physics,A lumped parameter model of free expanding plasma focus,research-article,S0103-97332009000600004,10.1590/S0103-97332009000600004,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0103-97332009000600004
358,scl,1518-7012,Interações (Campo Grande),Editorial,editorial,S1518-70122009000200001,10.1590/S1518-70122009000200001,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1518-70122009000200001
359,scl,1678-3166,Scientiae Studia,Editorial,editorial,S1678-31662009000100001,10.1590/S1678-31662009000100001,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000100001
360,scl,1678-3166,Scientiae Studia,"Padrões sociointelectuais da pesquisa em nanoescala: laureados com o Prêmio Feynman de Nanotecnologia, 1993-2007",research-article,S1678-31662009000100002,10.1590/S1678-31662009000100002,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000100002
361,scl,1678-3166,Scientiae Studia,"Forma, epistemologia e imagem nas nanociências",research-article,S1678-31662009000100003,10.1590/S1678-31662009000100003,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000100003
362,scl,1678-3166,Scientiae Studia,"Ciencia, tecnología y democracia: distinciones y conexiones",research-article,S1678-31662009000100004,10.1590/S1678-31662009000100004,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000100004
363,scl,1678-3166,Scientiae Studia,"O ethos da ciência e suas transformações contemporâneas, com especial atenção à biotecnologia",research-article,S1678-31662009000100005,10.1590/S1678-31662009000100005,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000100005
364,scl,1678-3166,Scientiae Studia,É a ciência a razão em ação ou ação social sem razão?,research-article,S1678-31662009000100006,10.1590/S1678-31662009000100006,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000100006
365,scl,1678-3166,Scientiae Studia,Algumas considerações sobre ciência e política no pensamento de Herbert Marcuse,rapid-communication,S1678-31662009000100007,10.1590/S1678-31662009000100007,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000100007
366,scl,1678-3166,Scientiae Studia,A responsabilidade da ciência,rapid-communication,S1678-31662009000100008,10.1590/S1678-31662009000100008,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000100008
367,scl,1678-3166,Scientiae Studia,Entrevista com Andrew Feenberg,editorial,S1678-31662009000100009,10.1590/S1678-31662009000100009,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000100009
368,scl,1678-3166,Scientiae Studia,Epistemologia pluralizada e história da psicologia,research-article,S1678-31662009000200002,10.1590/S1678-31662009000200002,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000200002
369,scl,1678-3166,Scientiae Studia,Uma visão panorâmica da psicologia científica de Wilhelm Wundt,research-article,S1678-31662009000200003,10.1590/S1678-31662009000200003,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000200003
370,scl,1678-3166,Scientiae Studia,A psicanálise freudiana e a dualidade entre ciências naturais e ciências humanas,research-article,S1678-31662009000200004,10.1590/S1678-31662009000200004,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000200004
371,scl,1678-3166,Scientiae Studia,A expressão da modularidade,research-article,S1678-31662009000200008,10.1590/S1678-31662009000200008,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000200008
372,scl,1678-3166,Scientiae Studia,"Tão perto, tão distante: William James e a psicologia contemporânea",research-article,S1678-31662009000200009,10.1590/S1678-31662009000200009,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000200009
373,scl,1678-3166,Scientiae Studia,Editorial,editorial,S1678-31662009000300001,10.1590/S1678-31662009000300001,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000300001
374,scl,1678-3166,Scientiae Studia,Reespecificação da fenomenologia de Husserl como investigações mundanamente situadas,research-article,S1678-31662009000400005,10.1590/S1678-31662009000400005,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-31662009000400005
375,scl,1678-5320,ARS (São Paulo),Uma obra para museu,research-article,S1678-53202009000100010,10.1590/S1678-53202009000100010,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-53202009000100010
376,scl,1678-5320,ARS (São Paulo),Imagens do Brasil holandês 1630-1654,research-article,S1678-53202009000100011,10.1590/S1678-53202009000100011,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-53202009000100011
377,scl,1678-5320,ARS (São Paulo),Fred Forest ou a destruição dos pontos de vista estabelecidos,research-article,S1678-53202009000100012,10.1590/S1678-53202009000100012,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-53202009000100012
378,scl,1678-5320,ARS (São Paulo),GIOTTO,research-article,S1678-53202009000100013,10.1590/S1678-53202009000100013,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-53202009000100013
379,scl,1678-5320,ARS (São Paulo),Paul Cézanne,research-article,S1678-53202009000200002,10.1590/S1678-53202009000200002,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-53202009000200002
380,scl,1678-5320,ARS (São Paulo),Variações da cor preta e negra na pintura de Eduardo Sued,research-article,S1678-53202009000200003,10.1590/S1678-53202009000200003,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-53202009000200003
381,scl,1678-5320,ARS (São Paulo),Economia política da Arte Moderna II / notas para uma sistematização provisória,research-article,S1678-53202009000200004,10.1590/S1678-53202009000200004,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-53202009000200004
382,scl,1678-5320,ARS (São Paulo),José Agrippino de Paula: artista POP tropicalista,research-article,S1678-53202009000200005,10.1590/S1678-53202009000200005,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-53202009000200005
383,scl,1678-5320,ARS (São Paulo),Sophie Calle: entre imagens e palavras,research-article,S1678-53202009000200006,10.1590/S1678-53202009000200006,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-53202009000200006
384,scl,1678-5320,ARS (São Paulo),Arte infantil: do Pré-Simbolismo ao Abstracionismo,research-article,S1678-53202009000200007,10.1590/S1678-53202009000200007,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-53202009000200007
385,scl,1678-5320,ARS (São Paulo),Do Surrealismo em David Lynch,research-article,S1678-53202009000200008,10.1590/S1678-53202009000200008,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-53202009000200008
386,scl,1678-5320,ARS (São Paulo),"8.03: A Arte na Universidade, A Universidade na Arte",research-article,S1678-53202009000200009,10.1590/S1678-53202009000200009,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-53202009000200009
387,scl,1678-5878,Journal of the Brazilian Society of Mechanical Sciences and Engineering,Machined part sales price build-up based on the contribution margin concept,research-article,S1678-58782009000300003,10.1590/S1678-58782009000300003,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-58782009000300003
388,scl,1678-5878,Journal of the Brazilian Society of Mechanical Sciences and Engineering,Preform map for mild steel upsetting and its experimental verification,research-article,S1678-58782009000300007,10.1590/S1678-58782009000300007,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-58782009000300007
389,scl,1678-9199,Journal of Venomous Animals and Toxins including Tropical Diseases,"New additions to the scorpion fauna of Riyadh region, Saudi Arabia",research-article,S1678-91992009000400003,10.1590/S1678-91992009000400003,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1678-91992009000400003
390,scl,1807-0302,Computational & Applied Mathematics,Periodic solutions for nonlinear telegraph equationvia elliptic regularization,research-article,S1807-03022009000200001,10.1590/S1807-03022009000200001,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-03022009000200001
391,scl,1807-0302,Computational & Applied Mathematics,On the generalized nonlinear ultra-hyperbolic heatequation related to the spectrum,research-article,S1807-03022009000200002,10.1590/S1807-03022009000200002,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-03022009000200002
392,scl,1807-0302,Computational & Applied Mathematics,Lavrentiev-prox-regularization for optimal controlof PDEs with state constraints,research-article,S1807-03022009000200006,10.1590/S1807-03022009000200006,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-03022009000200006
393,scl,1807-0302,Computational & Applied Mathematics,On the statistical steady state gas-solid flow in a riser as predicted through a two-fluid simulation,research-article,S1807-03022009000300001,10.1590/S1807-03022009000300001,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-03022009000300001
394,scl,1807-0302,Computational & Applied Mathematics,Recurrence relations between moments of order statistics from doubly truncated Makeham distribution,research-article,S1807-03022009000300002,10.1590/S1807-03022009000300002,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-03022009000300002
395,scl,1807-0302,Computational & Applied Mathematics,The uncertainty effects of deformation bands on fluid flow,research-article,S1807-03022009000300003,10.1590/S1807-03022009000300003,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-03022009000300003
396,scl,1807-0302,Computational & Applied Mathematics,An iterative method for solving a kind of constrained linear matrix equations system,research-article,S1807-03022009000300004,10.1590/S1807-03022009000300004,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-03022009000300004
397,scl,1807-0302,Computational & Applied Mathematics,On the use of the Spectral Projected Gradient method for Support Vector Machines,research-article,S1807-03022009000300005,10.1590/S1807-03022009000300005,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-03022009000300005
398,scl,1807-1775,JISTEM - Journal of Information Systems and Technology Management,Editorial,editorial,S1807-17752009000100001,10.1590/S1807-17752009000100001,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-17752009000100001
399,scl,1807-1775,JISTEM - Journal of Information Systems and Technology Management,Editorial,editorial,S1807-17752009000200001,10.1590/S1807-17752009000200001,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-17752009000200001
400,scl,1807-5932,Clinics,Reduction of postsurgical adhesions in a rat model: a comparative study,research-article,S1807-59322009000200012,10.1590/S1807-59322009000200012,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-59322009000200012
401,scl,1807-5932,Clinics,The value of calcaneal bone mass measurement using a dual X-ray laser calscan device in risk screening for osteoporosis,research-article,S1807-59322009000800008,10.1590/S1807-59322009000800008,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-59322009000800008
402,scl,1807-5932,Clinics,An anomaly of flexor muscles of the fifth (little) finger of the hand: an anatomical case report,research-article,S1807-59322009001100016,10.1590/S1807-59322009001100016,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-59322009001100016
403,scl,1807-5932,Clinics,Diagnosis of regional cerebral blood flow abnormalities using SPECT: agreement between individualized statistical parametric maps and visual inspection by nuclear medicine physicians with different levels of expertise in nuclear neurology,research-article,S1807-59322009001200003,10.1590/S1807-59322009001200003,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-59322009001200003
404,scl,1807-5932,Clinics,Analysis of the sputum and inflammatory alterations of the airways in patients with common variable immunodeficiency and bronchiectasis,research-article,S1807-59322009001200004,10.1590/S1807-59322009001200004,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-59322009001200004
405,scl,1807-5932,Clinics,How is mechanical ventilation employed in a pediatric intensive care unit in Brazil?,research-article,S1807-59322009001200005,10.1590/S1807-59322009001200005,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-59322009001200005
406,scl,1807-8621,Acta Scientiarum. Agronomy,Modelagem matemática para a secagem de clones de café (Coffea canephora Pierre) em terreiro de concreto,research-article,S1807-86212009000200001,10.1590/S1807-86212009000200001,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200001
407,scl,1807-8621,Acta Scientiarum. Agronomy,Teste de resistência ao Uromyces appendiculatus por meio da inoculação do patógeno em folhas destacadas do feijoeiro,research-article,S1807-86212009000200002,10.1590/S1807-86212009000200002,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200002
408,scl,1807-8621,Acta Scientiarum. Agronomy,Eficiências relativas de métodos de seleção de famílias endogâmicas em milho-pipoca,research-article,S1807-86212009000200003,10.1590/S1807-86212009000200003,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200003
409,scl,1807-8621,Acta Scientiarum. Agronomy,Variabilidade genética em famílias S1 de diferentes populações de milho,research-article,S1807-86212009000200004,10.1590/S1807-86212009000200004,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200004
410,scl,1807-8621,Acta Scientiarum. Agronomy,Características agronômicas e qualidade comercial de cultivares de milho pipoca em alta população,research-article,S1807-86212009000200005,10.1590/S1807-86212009000200005,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200005
411,scl,1807-8621,Acta Scientiarum. Agronomy,Características morfogênicas de Braquiárias em resposta a diferentes adubações,research-article,S1807-86212009000200006,10.1590/S1807-86212009000200006,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200006
412,scl,1807-8621,Acta Scientiarum. Agronomy,Combinações de doses de molibdênio e nitrogênio na adubação da cultura do feijoeiro-comum,research-article,S1807-86212009000200007,10.1590/S1807-86212009000200007,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200007
413,scl,1807-8621,Acta Scientiarum. Agronomy,Densidade básica da madeira de sete espécies e três clones de eucalipto antes e durante o cultivo de shiitake,research-article,S1807-86212009000200008,10.1590/S1807-86212009000200008,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200008
414,scl,1807-8621,Acta Scientiarum. Agronomy,Efeito alelopático de sabugueiro e capim-limão na germinação de picão-preto e soja,research-article,S1807-86212009000200009,10.1590/S1807-86212009000200009,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200009
415,scl,1807-8621,Acta Scientiarum. Agronomy,Efeitos da aeração sobre as características da silagem de cana-de-açúcar,research-article,S1807-86212009000200010,10.1590/S1807-86212009000200010,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200010
416,scl,1807-8621,Acta Scientiarum. Agronomy,"Efeito das doses de nitrogênio, fósforo e potássio na nutrição e na produção do porta-enxerto de limoeiro cravo",research-article,S1807-86212009000200011,10.1590/S1807-86212009000200011,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200011
417,scl,1807-8621,Acta Scientiarum. Agronomy,Fósforo como possível mitigador dos efeitos da deficiência hídrica sobre o crescimento e as trocas gasosas de Brachiaria brizantha cv. MG-5 Vitória,research-article,S1807-86212009000200012,10.1590/S1807-86212009000200012,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200012
418,scl,1807-8621,Acta Scientiarum. Agronomy,Indução do enraizamento em estacas de Malvaviscus arboreus Cav. com diferentes concentrações de ácido indol-butírico (AIB),research-article,S1807-86212009000200013,10.1590/S1807-86212009000200013,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200013
419,scl,1807-8621,Acta Scientiarum. Agronomy,Manejo da adubação nitrogenada e influência no crescimento da aveia preta e na produtividade do milho em plantio direto,research-article,S1807-86212009000200014,10.1590/S1807-86212009000200014,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200014
420,scl,1807-8621,Acta Scientiarum. Agronomy,Nutrição do feijoeiro e intensidade da antracnose em função da aplicação de silício e cobre,research-article,S1807-86212009000200015,10.1590/S1807-86212009000200015,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200015
421,scl,1807-8621,Acta Scientiarum. Agronomy,Produção e características físicas de sementes de mamoneira em função da posição do racemo e do fruto,research-article,S1807-86212009000200016,10.1590/S1807-86212009000200016,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200016
422,scl,1807-8621,Acta Scientiarum. Agronomy,"Produção e renda bruta de quatro clones de taro cultivados em Dourados, Estado do Mato Grosso do Sul",research-article,S1807-86212009000200017,10.1590/S1807-86212009000200017,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200017
423,scl,1807-8621,Acta Scientiarum. Agronomy,Qualidade fisiológica de sementes de cultivares e linhagens de soja no Estado de Minas Gerais,research-article,S1807-86212009000200018,10.1590/S1807-86212009000200018,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200018
424,scl,1807-8621,Acta Scientiarum. Agronomy,"Recuperação do cafeeiro (Coffea arabica L.) após recepa, submetido a diferentes lâminas de água e parcelamentos da adubação",research-article,S1807-86212009000200019,10.1590/S1807-86212009000200019,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200019
425,scl,1807-8621,Acta Scientiarum. Agronomy,Resposta da couve-da-Malásia (Brassica chinensis L. var. parachinensis (Bailey) Sinskaja) à deficiência nutricional,research-article,S1807-86212009000200020,10.1590/S1807-86212009000200020,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200020
426,scl,1807-8621,Acta Scientiarum. Agronomy,Teor e composição química do óleo essencial de Melissa officinalis L. in vitro sob influência do meio de cultura,research-article,S1807-86212009000200021,10.1590/S1807-86212009000200021,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200021
427,scl,1807-8621,Acta Scientiarum. Agronomy,Testes para determinação do potencial fisiológico de sementes de abóbora,research-article,S1807-86212009000200022,10.1590/S1807-86212009000200022,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200022
428,scl,1807-8621,Acta Scientiarum. Agronomy,Viabilidade de sementes de feijão macassar tratadas com extrato vegetal e acondicionadas em dois tipos de embalagens,research-article,S1807-86212009000200023,10.1590/S1807-86212009000200023,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200023
429,scl,1807-8621,Acta Scientiarum. Agronomy,"Viabilidade econômica do cultivo de abacaxi no arenito Caiuá, região noroeste do Estado do Paraná",research-article,S1807-86212009000200024,10.1590/S1807-86212009000200024,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200024
430,scl,1807-8621,Acta Scientiarum. Agronomy,Impacto do tráfego de máquinas na qualidade física do solo e produtividade de milho em Argissolo,research-article,S1807-86212009000200025,10.1590/S1807-86212009000200025,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000200025
431,scl,1807-8621,Acta Scientiarum. Agronomy,Interação genótipo x ambiente na produtividade de grãos de linhagens e cultivares de feijão,research-article,S1807-86212009000400005,10.1590/S1807-86212009000400005,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000400005
432,scl,1807-8621,Acta Scientiarum. Agronomy,Variabilidade genética e efeito do ambiente para o teor de proteína em grãos de feijão,research-article,S1807-86212009000400007,10.1590/S1807-86212009000400007,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000400007
433,scl,1807-8621,Acta Scientiarum. Agronomy,"Análise físico-química, microbiológica e sensorial de brotos de lentilha da variedade PRECOZ",research-article,S1807-86212009000400008,10.1590/S1807-86212009000400008,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000400008
434,scl,1807-8621,Acta Scientiarum. Agronomy,"Cobertura do solo, produção de biomassa e teores de Mn e Zn de alface no sistema orgânico",research-article,S1807-86212009000400011,10.1590/S1807-86212009000400011,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000400011
435,scl,1807-8621,Acta Scientiarum. Agronomy,Influência do substrato no crescimento de mudas de cupuaçu (Theobroma grandiflorum Schum.),research-article,S1807-86212009000400019,10.1590/S1807-86212009000400019,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000400019
436,scl,1807-8621,Acta Scientiarum. Agronomy,Resposta rizogênica in vitro de ápices caulinares de mamoeiro ‘Tainung 01’ em diferentes tempos de permanência em meios de indução e regeneração,research-article,S1807-86212009000400022,10.1590/S1807-86212009000400022,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1807-86212009000400022
437,scl,1982-5676,Tropical Plant Pathology,Controle genético da murcha do fusário (Fusarium oxysporum) em feijoeiro comum,research-article,S1982-56762009000600003,10.1590/S1982-56762009000600003,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1982-56762009000600003
438,scl,1982-5676,Tropical Plant Pathology,"New cucurbitaceous hosts of Myrothecium roridum in Amazonas State, Brazil",rapid-communication,S1982-56762009000600006,10.1590/S1982-56762009000600006,10.159,html,2009,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S1982-56762009000600006
439,scl,0021-7557,Jornal de Pediatria,Near miss neonatal: uma abordagem potencialmente útil para a avaliação da qualidade do atendimento neonatal,editorial,S0021-75572010000100001,10.1590/S0021-75572010000100001,10.159,html,2010,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0021-75572010000100001
440,scl,0021-7557,Jornal de Pediatria,Teste do suor: a análise de condutividade pode tomar o lugar do método clássico de Gibson e Cooke?,editorial,S0021-75572010000200001,10.1590/S0021-75572010000200001,10.159,html,2010,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0021-75572010000200001
441,scl,0021-7557,Jornal de Pediatria,Perfuração dos lóbulos das orelhas como fator de risco para o desenvolvimento de alergia de contato ao níquel,research-article,S0021-75572010000200012,10.1590/S0021-75572010000200012,10.159,html,2010,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0021-75572010000200012
442,scl,0021-7557,Jornal de Pediatria,Cognição na epilepsia com início na infância,research-article,S0021-75572010000500001,10.1590/S0021-75572010000500001,10.159,html,2010,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0021-75572010000500001
443,scl,0021-7557,Jornal de Pediatria,Atresia biliar no Brasil: onde estamos e para onde vamos,editorial,S0021-75572010000600001,10.1590/S0021-75572010000600001,10.159,html,2010,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0021-75572010000600001
444,scl,0021-7557,Jornal de Pediatria,"Pneumonia por micoplasma, pneumonia bacteriana e pneumonia viral",editorial,S0021-75572010000600002,10.1590/S0021-75572010000600002,10.159,html,2010,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0021-75572010000600002
445,scl,0021-7557,Jornal de Pediatria,O uso de células-tronco na asfixia perinatal: do laboratório à prática clínica,review-article,S0021-75572010000600003,10.1590/S0021-75572010000600003,10.159,html,2010,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0021-75572010000600003
446,scl,0021-7557,Jornal de Pediatria,Aptidão física associada às medidas antropométricas de escolares do ensino fundamental,research-article,S0021-75572010000600009,10.1590/S0021-75572010000600009,10.159,html,2010,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0021-75572010000600009
447,scl,0021-7557,Jornal de Pediatria,Desafios operacionais persistentes determinam a não redução da transmissão materno-infantil do HIV,research-article,S0021-75572010000600010,10.1590/S0021-75572010000600010,10.159,html,2010,1,0,0,1,404 Client Error: Not Found for url: https://www.doi.org/doi/10.1590/S0021-75572010000600010
