collection;issn_scielo;journal;title;doc_type;pid;doi;doi_prefix;version;pub_year;has_doi;no_doi;doi_found;doi_not_found
scl;1807-0302;Computational & Applied Mathematics;On the use of the Spectral Projected Gradient method for Support Vector Machines;research-article;S1807-03022009000300005;10.1590/S1807-03022009000300005;10.1590;html;2009;1;0;0;1
scl;1807-1775;JISTEM - Journal of Information Systems and Technology Management;Editorial;editorial;S1807-17752009000100001;10.1590/S1807-17752009000100001;10.1590;html;2009;1;0;0;1
scl;1807-1775;JISTEM - Journal of Information Systems and Technology Management;Editorial;editorial;S1807-17752009000200001;10.1590/S1807-17752009000200001;10.1590;html;2009;1;0;0;1
scl;1807-5932;Clinics;Reduction of postsurgical adhesions in a rat model: a comparative study;research-article;S1807-59322009000200012;10.1590/S1807-59322009000200012;10.1590;html;2009;1;0;0;1
scl;1807-5932;Clinics;The value of calcaneal bone mass measurement using a dual X-ray laser calscan device in risk screening for osteoporosis;research-article;S1807-59322009000800008;10.1590/S1807-59322009000800008;10.1590;html;2009;1;0;0;1
scl;1807-5932;Clinics;An anomaly of flexor muscles of the fifth (little) finger of the hand: an anatomical case report;research-article;S1807-59322009001100016;10.1590/S1807-59322009001100016;10.1590;html;2009;1;0;0;1
scl;1807-5932;Clinics;Diagnosis of regional cerebral blood flow abnormalities using SPECT: agreement between individualized statistical parametric maps and visual inspection by nuclear medicine physicians with different levels of expertise in nuclear neurology;research-article;S1807-59322009001200003;10.1590/S1807-59322009001200003;10.1590;html;2009;1;0;0;1
scl;1807-5932;Clinics;Analysis of the sputum and inflammatory alterations of the airways in patients with common variable immunodeficiency and bronchiectasis;research-article;S1807-59322009001200004;10.1590/S1807-59322009001200004;10.1590;html;2009;1;0;0;1
scl;1807-5932;Clinics;How is mechanical ventilation employed in a pediatric intensive care unit in Brazil?;research-article;S1807-59322009001200005;10.1590/S1807-59322009001200005;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Modelagem matemática para a secagem de clones de café (Coffea canephora Pierre) em terreiro de concreto;research-article;S1807-86212009000200001;10.1590/S1807-86212009000200001;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Teste de resistência ao Uromyces appendiculatus por meio da inoculação do patógeno em folhas destacadas do feijoeiro;research-article;S1807-86212009000200002;10.1590/S1807-86212009000200002;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Eficiências relativas de métodos de seleção de famílias endogâmicas em milho-pipoca;research-article;S1807-86212009000200003;10.1590/S1807-86212009000200003;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Variabilidade genética em famílias S1 de diferentes populações de milho;research-article;S1807-86212009000200004;10.1590/S1807-86212009000200004;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Características agronômicas e qualidade comercial de cultivares de milho pipoca em alta população;research-article;S1807-86212009000200005;10.1590/S1807-86212009000200005;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Características morfogênicas de Braquiárias em resposta a diferentes adubações;research-article;S1807-86212009000200006;10.1590/S1807-86212009000200006;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Combinações de doses de molibdênio e nitrogênio na adubação da cultura do feijoeiro-comum;research-article;S1807-86212009000200007;10.1590/S1807-86212009000200007;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Densidade básica da madeira de sete espécies e três clones de eucalipto antes e durante o cultivo de shiitake;research-article;S1807-86212009000200008;10.1590/S1807-86212009000200008;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Efeito alelopático de sabugueiro e capim-limão na germinação de picão-preto e soja;research-article;S1807-86212009000200009;10.1590/S1807-86212009000200009;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Efeitos da aeração sobre as características da silagem de cana-de-açúcar;research-article;S1807-86212009000200010;10.1590/S1807-86212009000200010;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Efeito das doses de nitrogênio, fósforo e potássio na nutrição e na produção do porta-enxerto de limoeiro cravo;research-article;S1807-86212009000200011;10.1590/S1807-86212009000200011;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Fósforo como possível mitigador dos efeitos da deficiência hídrica sobre o crescimento e as trocas gasosas de Brachiaria brizantha cv. MG-5 Vitória;research-article;S1807-86212009000200012;10.1590/S1807-86212009000200012;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Indução do enraizamento em estacas de Malvaviscus arboreus Cav. com diferentes concentrações de ácido indol-butírico (AIB);research-article;S1807-86212009000200013;10.1590/S1807-86212009000200013;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Manejo da adubação nitrogenada e influência no crescimento da aveia preta e na produtividade do milho em plantio direto;research-article;S1807-86212009000200014;10.1590/S1807-86212009000200014;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Nutrição do feijoeiro e intensidade da antracnose em função da aplicação de silício e cobre;research-article;S1807-86212009000200015;10.1590/S1807-86212009000200015;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Produção e características físicas de sementes de mamoneira em função da posição do racemo e do fruto;research-article;S1807-86212009000200016;10.1590/S1807-86212009000200016;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Produção e renda bruta de quatro clones de taro cultivados em Dourados, Estado do Mato Grosso do Sul;research-article;S1807-86212009000200017;10.1590/S1807-86212009000200017;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Qualidade fisiológica de sementes de cultivares e linhagens de soja no Estado de Minas Gerais;research-article;S1807-86212009000200018;10.1590/S1807-86212009000200018;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Recuperação do cafeeiro (Coffea arabica L.) após recepa, submetido a diferentes lâminas de água e parcelamentos da adubação;research-article;S1807-86212009000200019;10.1590/S1807-86212009000200019;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Resposta da couve-da-Malásia (Brassica chinensis L. var. parachinensis (Bailey) Sinskaja) à deficiência nutricional;research-article;S1807-86212009000200020;10.1590/S1807-86212009000200020;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Teor e composição química do óleo essencial de Melissa officinalis L. in vitro sob influência do meio de cultura;research-article;S1807-86212009000200021;10.1590/S1807-86212009000200021;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Testes para determinação do potencial fisiológico de sementes de abóbora;research-article;S1807-86212009000200022;10.1590/S1807-86212009000200022;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Viabilidade de sementes de feijão macassar tratadas com extrato vegetal e acondicionadas em dois tipos de embalagens;research-article;S1807-86212009000200023;10.1590/S1807-86212009000200023;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Viabilidade econômica do cultivo de abacaxi no arenito Caiuá, região noroeste do Estado do Paraná;research-article;S1807-86212009000200024;10.1590/S1807-86212009000200024;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Impacto do tráfego de máquinas na qualidade física do solo e produtividade de milho em Argissolo;research-article;S1807-86212009000200025;10.1590/S1807-86212009000200025;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Interação genótipo x ambiente na produtividade de grãos de linhagens e cultivares de feijão;research-article;S1807-86212009000400005;10.1590/S1807-86212009000400005;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Variabilidade genética e efeito do ambiente para o teor de proteína em grãos de feijão;research-article;S1807-86212009000400007;10.1590/S1807-86212009000400007;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Análise físico-química, microbiológica e sensorial de brotos de lentilha da variedade PRECOZ;research-article;S1807-86212009000400008;10.1590/S1807-86212009000400008;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Cobertura do solo, produção de biomassa e teores de Mn e Zn de alface no sistema orgânico;research-article;S1807-86212009000400011;10.1590/S1807-86212009000400011;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Influência do substrato no crescimento de mudas de cupuaçu (Theobroma grandiflorum Schum.);research-article;S1807-86212009000400019;10.1590/S1807-86212009000400019;10.1590;html;2009;1;0;0;1
scl;1807-8621;Acta Scientiarum. Agronomy;Resposta rizogênica in vitro de ápices caulinares de mamoeiro ‘Tainung 01’ em diferentes tempos de permanência em meios de indução e regeneração;research-article;S1807-86212009000400022;10.1590/S1807-86212009000400022;10.1590;html;2009;1;0;0;1
scl;1982-5676;Tropical Plant Pathology;Controle genético da murcha do fusário (Fusarium oxysporum) em feijoeiro comum;research-article;S1982-56762009000600003;10.1590/S1982-56762009000600003;10.1590;html;2009;1;0;0;1
scl;1982-5676;Tropical Plant Pathology;New cucurbitaceous hosts of Myrothecium roridum in Amazonas State, Brazil;rapid-communication;S1982-56762009000600006;10.1590/S1982-56762009000600006;10.1590;html;2009;1;0;0;1
scl;0021-7557;Jornal de Pediatria;Near miss neonatal: uma abordagem potencialmente útil para a avaliação da qualidade do atendimento neonatal;editorial;S0021-75572010000100001;10.1590/S0021-75572010000100001;10.1590;html;2010;1;0;0;1
scl;0021-7557;Jornal de Pediatria;Teste do suor: a análise de condutividade pode tomar o lugar do método clássico de Gibson e Cooke?;editorial;S0021-75572010000200001;10.1590/S0021-75572010000200001;10.1590;html;2010;1;0;0;1
scl;0021-7557;Jornal de Pediatria;Perfuração dos lóbulos das orelhas como fator de risco para o desenvolvimento de alergia de contato ao níquel;research-article;S0021-75572010000200012;10.1590/S0021-75572010000200012;10.1590;html;2010;1;0;0;1
scl;0021-7557;Jornal de Pediatria;Cognição na epilepsia com início na infância;research-article;S0021-75572010000500001;10.1590/S0021-75572010000500001;10.1590;html;2010;1;0;0;1
scl;0021-7557;Jornal de Pediatria;Atresia biliar no Brasil: onde estamos e para onde vamos;editorial;S0021-75572010000600001;10.1590/S0021-75572010000600001;10.1590;html;2010;1;0;0;1
scl;0021-7557;Jornal de Pediatria;Pneumonia por micoplasma, pneumonia bacteriana e pneumonia viral;editorial;S0021-75572010000600002;10.1590/S0021-75572010000600002;10.1590;html;2010;1;0;0;1
scl;0021-7557;Jornal de Pediatria;O uso de células-tronco na asfixia perinatal: do laboratório à prática clínica;review-article;S0021-75572010000600003;10.1590/S0021-75572010000600003;10.1590;html;2010;1;0;0;1
scl;0021-7557;Jornal de Pediatria;Aptidão física associada às medidas antropométricas de escolares do ensino fundamental;research-article;S0021-75572010000600009;10.1590/S0021-75572010000600009;10.1590;html;2010;1;0;0;1
scl;0021-7557;Jornal de Pediatria;Desafios operacionais persistentes determinam a não redução da transmissão materno-infantil do HIV;research-article;S0021-75572010000600010;10.1590/S0021-75572010000600010;10.1590;html;2010;1;0;0;1
scl;0021-7557;Jornal de Pediatria;Sepse neonatal precoce: níveis de citocinas no sangue de cordão umbilical no diagnóstico e durante o tratamento;research-article;S0021-75572010000600011;10.1590/S0021-75572010000600011;10.1590;html;2010;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Nota do editor;research-article;S0034-71402010000200001;10.1590/S0034-71402010000200001;10.1590;html;2010;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Empirical evidence on convergence across Brazilian States;research-article;S0034-71402010000200004;10.1590/S0034-71402010000200004;10.1590;html;2010;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Pobreza e o sistema de seguridade social rural no Brasil;research-article;S0034-71402010000200005;10.1590/S0034-71402010000200005;10.1590;html;2010;1;0;0;1
scl;0034-7140;Revista Brasileira de Economia;Cash transfers and the labor market;research-article;S0034-71402010000200006;10.1590/S0034-71402010000200006;10.1590;html;2010;1;0;0;1
scl;0066-782X;Arquivos Brasileiros de Cardiologia;Quantificação de vasos linfáticos na cardiomiopatia dilatada e chagásica crônica;rapid-communication;S0066-782X2010000400020;10.1590/S0066-782X2010000400020;10.1590;html;2010;1;0;0;1
scl;0066-782X;Arquivos Brasileiros de Cardiologia;Síndrome de Wellens;case-report;S0066-782X2010000400026;10.1590/S0066-782X2010000400026;10.1590;html;2010;1;0;0;1
scl;0066-782X;Arquivos Brasileiros de Cardiologia;Modelos de predição de risco: são eles realmente necessários?;editorial;S0066-782X2010001600001;10.1590/S0066-782X2010001600001;10.1590;html;2010;1;0;0;1
scl;0066-782X;Arquivos Brasileiros de Cardiologia;II Diretrizes em cardiogeriatria da Sociedade Brasileira de Cardiologia;research-article;S0066-782X2010002100001;10.1590/S0066-782X2010002100001;10.1590;html;2010;1;0;0;1
scl;0066-782X;Arquivos Brasileiros de Cardiologia;III Diretrizes da Sociedade Brasileira de Cardiologia sobre teste ergométrico;research-article;S0066-782X2010002400001;10.1590/S0066-782X2010000800001;10.1590;html;2010;1;0;0;1
scl;0100-4042;Química Nova;Hans Viertler: professor, cientista, gestor e amigo;research-article;S0100-40422010001000002;10.1590/S0100-40422010001000002;10.1590;html;2010;1;0;0;1
scl;0100-4042;Química Nova;Transferência de elétron inversa na quimiexcitação da reação peróxi-oxalato usando ativadores facilmente redutíveis;research-article;S0100-40422010001000010;10.1590/S0100-40422010001000010;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Epidemiologia do nascimento pré-termo: tendências atuais;editorial;S0100-72032010000200001;10.1590/S0100-72032010000200001;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Gêmeos conjugados: experiência de um hospital terciário do sudeste do Brasil;research-article;S0100-72032010000200002;10.1590/S0100-72032010000200002;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Adaptação sociocultural do short personal experiences questionnaire (SPEQ) no Brasil;research-article;S0100-72032010000200004;10.1590/S0100-72032010000200004;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Estratégias para redução da exposição de radiação ionizante em mulheres submetidas à embolização de miomas uterinos;research-article;S0100-72032010000200005;10.1590/S0100-72032010000200005;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;A questão do aborto no Brasil;research-article;S0100-72032010000300001;10.1590/S0100-72032010000300001;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Modelo experimental para restrição do crescimento fetal em ratos: efeito sobre o glicogênio hepático e morfometria intestinal e renal;research-article;S0100-72032010000400003;10.1590/S0100-72032010000400003;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Indicação de cesarianas em óbito fetal;research-article;S0100-72032010000400004;10.1590/S0100-72032010000400004;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Prevalência de infecção por HIV, HTLV, VHB e de sífilis e clamídia em gestantes numa unidade de saúde terciária na Amazônia ocidental brasileira;research-article;S0100-72032010000400005;10.1590/S0100-72032010000400005;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Ablação dos vasos placentários com laser para tratamento da síndrome de transfusão feto-fetal grave: experiência de um centro universitário no Brasil;research-article;S0100-72032010000500003;10.1590/S0100-72032010000500003;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Comparação entre dois testes de rastreamento do diabetes gestacional e o resultado perinatal;research-article;S0100-72032010000500004;10.1590/S0100-72032010000500004;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Polimorfismo do gene dos receptores de progesterona e o aborto espontâneo de repetição;research-article;S0100-72032010000500005;10.1590/S0100-72032010000500005;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Câncer de mama: um futuro desafio para o sistema de saúde nos países em desenvolvimento;editorial;S0100-72032010000600001;10.1590/S0100-72032010000600001;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Complicações maternas decorrentes das cirurgias endoscópicas em Medicina fetal;research-article;S0100-72032010000600002;10.1590/S0100-72032010000600002;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Prevalência dos HPV 16, 18, 45 e 31 em mulheres com lesão cervical;research-article;S0100-72032010000700002;10.1590/S0100-72032010000700002;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Métodos diagnósticos para o rastreamento do câncer de colo;editorial;S0100-72032010000800001;10.1590/S0100-72032010000800001;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Exercício físico e nascimentos pré-termo;editorial;S0100-72032010000900001;10.1590/S0100-72032010000900001;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Tratamento da pré-eclâmpsia baseado em evidências;research-article;S0100-72032010000900008;10.1590/S0100-72032010000900008;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Mortalidade perinatal e poluição do ar gerada por veículos;editorial;S0100-72032010001000001;10.1590/S0100-72032010001000001;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Injeção intraoperatória de dextran-500-99m_tecnécio para identificação do linfonodo sentinela em câncer de mama;research-article;S0100-72032010001000003;10.1590/S0100-72032010001000003;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Avaliação da sensibilidade dolorosa e fatores envolvidos na qualidade da amostra citológica do fluxo papilar: resultados preliminares da utilização de sistema automatizado de coleta;research-article;S0100-72032010001000004;10.1590/S0100-72032010001000004;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Ruptura prematura das membranas amnióticas no pré-termo: fatores associados à displasia broncopulmonar;research-article;S0100-72032010001000005;10.1590/S0100-72032010001000005;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Aplicação de programa educativo multidisciplinar em gestações de alto risco devido a doenças endócrinas;research-article;S0100-72032010001000006;10.1590/S0100-72032010001000006;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Relação cerebroplacentária e acidemia ao nascimento em gestações com insuficiência placentária detectada antes da 34ª semana de gestação;research-article;S0100-72032010001000007;10.1590/S0100-72032010001000007;10.1590;html;2010;1;0;0;1
scl;0100-7203;Revista Brasileira de Ginecologia e Obstetrícia;Regularidade de ciclos e padrão ovulatório em jovens portadoras de anemia falciforme;research-article;S0100-72032010001100002;10.1590/S0100-72032010001100002;10.1590;html;2010;1;0;0;1
scl;0100-8404;Brazilian Journal of Botany;Editorial;research-article;S0100-84042010000100001;10.1590/S0100-84042010000100001;10.1590;html;2010;1;0;0;1
scl;0100-8404;Brazilian Journal of Botany;Polypodiaceae e Pteridaceae da Estação Ecológica do Panga, Uberlândia, Estado de Minas Gerais, Brasil;research-article;S0100-84042010000100015;10.1590/S0100-84042010000100015;10.1590;html;2010;1;0;0;1
scl;0100-8404;Brazilian Journal of Botany;Uma nova espécie de Tibouchina Aubl. (Melastomataceae), endêmica do Paraná, Brasil;review-article;S0100-84042010000200007;10.1590/S0100-84042010000200007;10.1590;html;2010;1;0;0;1
scl;0100-8404;Brazilian Journal of Botany;Editorial;editorial;S0100-84042010000400001;10.1590/S0100-84042010000400001;10.1590;html;2010;1;0;0;1
scl;0100-8404;Brazilian Journal of Botany;Are there evidences of a complex mimicry system among Asclepias curassavica (Apocynaceae), Epidendrum fulgens (Orchidaceae), and Lantana camara (Verbenaceae) in Southern Brazil?;research-article;S0100-84042010000400007;10.1590/S0100-84042010000400007;10.1590;html;2010;1;0;0;1
scl;0100-8404;Brazilian Journal of Botany;Diversidade genética, endogamia e fluxo gênico em pequena população fragmentada de Copaifera langsdorffii;research-article;S0100-84042010000400008;10.1590/S0100-84042010000400008;10.1590;html;2010;1;0;0;1
scl;0100-8404;Brazilian Journal of Botany;Plant-plant associations and population structure of four woody plant species in a patchy coastal vegetation of Southeastern Brazil;research-article;S0100-84042010000400009;10.1590/S0100-84042010000400009;10.1590;html;2010;1;0;0;1
scl;0100-8404;Brazilian Journal of Botany;Multivariate analysis of pollen frequency of the native species Escallonia pulverulenta (Saxifragaceae) in Chilean honeys;research-article;S0100-84042010000400010;10.1590/S0100-84042010000400010;10.1590;html;2010;1;0;0;1
scl;0101-3289;Revista Brasileira de Ciências do Esporte;Sobre os desafios constantes para um periódico científico e sua comunidade;editorial;S0101-32892010000200001;10.1590/S0101-32892010000200001;10.1590;html;2010;1;0;0;1
scl;0101-3289;Revista Brasileira de Ciências do Esporte;Educação (física) infantil: território de relações comunicativas;research-article;S0101-32892010000200003;10.1590/S0101-32892010000200003;10.1590;html;2010;1;0;0;1
scl;0101-3289;Revista Brasileira de Ciências do Esporte;O fordismo acadêmico na educação física;research-article;S0101-32892010000200004;10.1590/S0101-32892010000200004;10.1590;html;2010;1;0;0;1
scl;0101-3289;Revista Brasileira de Ciências do Esporte;As práticas corporais e a educação do corpo indígena: a contribuição do esporte nos jogos dos povos indígenas;research-article;S0101-32892010000200005;10.1590/S0101-32892010000200005;10.1590;html;2010;1;0;0;1
scl;0101-3289;Revista Brasileira de Ciências do Esporte;Novos sonhos de verão sem fim: surfe, mulheres e outros modos de representação;research-article;S0101-32892010000200006;10.1590/S0101-32892010000200006;10.1590;html;2010;1;0;0;1
scl;0101-3289;Revista Brasileira de Ciências do Esporte;A (ciber)cultura corporal no contexto da rede: uma leitura sobre os jogos eletrônicos do século XXI;research-article;S0101-32892010000200007;10.1590/S0101-32892010000200007;10.1590;html;2010;1;0;0;1
scl;0101-3289;Revista Brasileira de Ciências do Esporte;Muhammad Ali, um outsider na sociedade americana?;research-article;S0101-32892010000200008;10.1590/S0101-32892010000200008;10.1590;html;2010;1;0;0;1
scl;0101-3289;Revista Brasileira de Ciências do Esporte;A criação dos clubs nas praças públicas da cidade de Porto Alegre (1920-1940);research-article;S0101-32892010000200009;10.1590/S0101-32892010000200009;10.1590;html;2010;1;0;0;1
scl;0101-3289;Revista Brasileira de Ciências do Esporte;Comportamento de risco para a saúde de escolares do ensino médio de Barra dos Coqueiros, Sergipe, Brasil;research-article;S0101-32892010000200010;10.1590/S0101-32892010000200010;10.1590;html;2010;1;0;0;1
scl;0101-3289;Revista Brasileira de Ciências do Esporte;Efeitos de três repetições de 10 segundos de estímulo do método estático para o desenvolvimento da flexibilidade de homens adultos jovens;research-article;S0101-32892010000200011;10.1590/S0101-32892010000200011;10.1590;html;2010;1;0;0;1
scl;0101-3289;Revista Brasileira de Ciências do Esporte;Características antropométricas, composición corporal y somatotipo en jugadores de élite de waterpolo;research-article;S0101-32892010000200013;10.1590/S0101-32892010000200013;10.1590;html;2010;1;0;0;1
scl;0101-3289;Revista Brasileira de Ciências do Esporte;La ciudad, los jóvenes y el campo de las prácticas corporales;research-article;S0101-32892010000300004;10.1590/S0101-32892010000300004;10.1590;html;2010;1;0;0;1
scl;0102-3098;Revista Brasileira de Estudos de População;Urban hierarchy in the brazilian Amazon;research-article;S0102-30982010000200002;10.1590/S0102-30982010000200002;10.1590;html;2010;1;0;0;1
scl;0102-3098;Revista Brasileira de Estudos de População;"Nascer e garantir-se no Reino de Deus; Curitiba, séculos XVIII e XIX";research-article;S0102-30982010000200008;10.1590/S0102-30982010000200008;10.1590;html;2010;1;0;0;1
scl;0102-7972;Psicologia: Reflexão e Crítica;Estratégias comunicativas de pessoas com doença de Alzheimer;research-article;S0102-79722010000200013;10.1590/S0102-79722010000200013;10.1590;html;2010;1;0;0;1
scl;0102-7972;Psicologia: Reflexão e Crítica;Psicologia, cognição e sucesso escolar: concepção e validação dum programa de estratégias de aprendizagem;research-article;S0102-79722010000200019;10.1590/S0102-79722010000200019;10.1590;html;2010;1;0;0;1
scl;0102-7972;Psicologia: Reflexão e Crítica;Debates feministas sobre pornografia heteronormativa: estéticas e ideologias da sexualização;research-article;S0102-79722010000200020;10.1590/S0102-79722010000200020;10.1590;html;2010;1;0;0;1
scl;0102-7972;Psicologia: Reflexão e Crítica;Análisis bibliométrico de las revistas multidisciplinares de psicología recientemente incorporadas en la Web of Science (2008-2009);research-article;S0102-79722010000200021;10.1590/S0102-79722010000200021;10.1590;html;2010;1;0;0;1
scl;0102-7972;Psicologia: Reflexão e Crítica;Errata;undefined;S0102-79722010000200022;10.1590/S0102-79722010000200022;10.1590;html;2010;1;0;0;1
scl;0102-7972;Psicologia: Reflexão e Crítica;A internacionalização dos programas de pós-graduação em Psicologia: perfil e metas de qualificação;research-article;S0102-79722010000400002;10.1590/S0102-79722010000400002;10.1590;html;2010;1;0;0;1
scl;0103-2070;Tempo Social;Passado e futuro das interpretações do país;research-article;S0103-20702010000100003;10.1590/S0103-20702010000100003;10.1590;html;2010;1;0;0;1
scl;0103-2070;Tempo Social;"Artistas ""nacional-estrangeiros"" na vanguarda sul-americana (Segall e Xul Solar)";research-article;S0103-20702010000100004;10.1590/S0103-20702010000100004;10.1590;html;2010;1;0;0;1
scl;0103-2070;Tempo Social;Pactos comunitários e proteção em San Salvador;research-article;S0103-20702010000200002;10.1590/S0103-20702010000200002;10.1590;html;2010;1;0;0;1
scl;0103-2070;Tempo Social;Trabalho, privação, delito e experiência portenha;research-article;S0103-20702010000200005;10.1590/S0103-20702010000200005;10.1590;html;2010;1;0;0;1
scl;0103-2070;Tempo Social;Informalidades e legitimidades das periferias Bolivianas (Cochabamba);research-article;S0103-20702010000200006;10.1590/S0103-20702010000200006;10.1590;html;2010;1;0;0;1
scl;0103-2070;Tempo Social;Faces da ilegalidade em Bogotá;research-article;S0103-20702010000200007;10.1590/S0103-20702010000200007;10.1590;html;2010;1;0;0;1
scl;0103-2070;Tempo Social;A fábrica da insegurança entre lenda urbana e gestão (Caracas);research-article;S0103-20702010000200008;10.1590/S0103-20702010000200008;10.1590;html;2010;1;0;0;1
scl;0103-2070;Tempo Social;Estratégias de inovação para o desenvolvimento;research-article;S0103-20702010000200009;10.1590/S0103-20702010000200009;10.1590;html;2010;1;0;0;1
scl;0103-2070;Tempo Social;Folia de Reis não é folia de rádio;research-article;S0103-20702010000200011;10.1590/S0103-20702010000200011;10.1590;html;2010;1;0;0;1
scl;0103-5053;Journal of the Brazilian Chemical Society;Drug release from microspheres and nanospheres of poly(lactide-co-glycolide) without sphere separation from the release medium;research-article;S0103-50532010000200005;10.1590/S0103-50532010000200005;10.1590;html;2010;1;0;0;1
scl;0103-5053;Journal of the Brazilian Chemical Society;Solid phase microextraction as an efficient method for characterization of the interaction of pesticides with different soil types;research-article;S0103-50532010000600007;10.1590/S0103-50532010000600007;10.1590;html;2010;1;0;0;1
scl;0103-5053;Journal of the Brazilian Chemical Society;Determination of pKa values of some sulfonamides by LC and LC-PDA methods in acetonitrile-water binary mixtures;research-article;S0103-50532010001000022;10.1590/S0103-50532010001000022;10.1590;html;2010;1;0;0;1
